subcorridor,direction,stopOrderCor,stopId,stopName,depTime,tripCount,m_dwellTime,m_travelTime,m_runTime,sd_dwellTime,sd_travelTime,sd_runTime,p10_travelTime,p90_travelTime,p95_travelTime
2nd to Broad,direction-1,9,14885,11th St,2021-01-01T15:50:00Z,34,42.809176470588234,26.685029411764706,69.49420588235294,16.97132810372477,10.310566458545255,20.55080314404814,19.7968,35.744499999999995,55.21565
2nd to Broad,direction-1,9,14885,11th St,2021-01-01T16:00:00Z,15,48.03066666666667,21.282133333333334,69.3128,15.495430615261421,4.315406517296349,15.292737913327171,18.122,24.6002,27.92029999999999
2nd to Broad,direction-1,9,14885,11th St,2021-01-01T16:10:00Z,31,46.38990322580645,22.22064516129032,68.61054838709677,16.580502092025316,7.709433591595806,20.260427714864445,18.196,31.991,37.658500000000004
2nd to Broad,direction-1,9,14885,11th St,2021-01-01T16:20:00Z,20,46.12185,17.48135,63.6032,18.038471251233542,2.2265798950290034,18.37427994321353,14.564,19.1094,20.4682
2nd to Broad,direction-1,9,14885,11th St,2021-01-01T16:30:00Z,34,46.964470588235294,21.252176470588235,68.21664705882353,26.534503098436325,5.118149461212361,26.27775563139236,17.223599999999998,28.711,32.83309999999999
2nd to Broad,direction-1,9,14885,11th St,2021-01-01T16:40:00Z,35,45.213857142857144,24.583742857142855,69.7976,21.314492834057987,10.009767048893258,23.909283146928516,18.0064,37.11880000000001,44.59759999999997
2nd to Broad,direction-1,9,14885,11th St,2021-01-01T16:50:00Z,20,44.0493,24.157899999999998,68.2072,12.467243645481124,4.614170312600545,13.438685123650735,20.621599999999997,30.064400000000006,34.4399
2nd to Broad,direction-1,9,14885,11th St,2021-01-01T17:00:00Z,29,53.25568965517241,20.650689655172414,73.90637931034483,35.96684189550093,4.159037741588863,36.36417942977657,18.331599999999998,22.286,28.128799999999984
2nd to Broad,direction-1,9,14885,11th St,2021-01-01T17:10:00Z,24,50.99395833333333,21.780166666666666,72.774125,19.617178216351643,9.660874097039077,23.719018014926153,17.403100000000002,30.293099999999992,46.63949999999997
2nd to Broad,direction-1,9,14885,11th St,2021-01-01T17:20:00Z,30,38.4153,24.495466666666665,62.91076666666667,24.688625018835893,8.858212802285498,25.703487959584507,18.9702,35.3767,35.757000000000005
2nd to Broad,direction-1,9,14885,11th St,2021-01-01T17:30:00Z,21,40.37804761904762,19.961285714285715,60.33933333333333,19.60926396241376,8.371823744817238,18.626449893453483,13.578,21.407,23.788
2nd to Broad,direction-1,9,14885,11th St,2021-01-01T17:40:00Z,29,37.82310344827586,20.667827586206897,58.490931034482756,16.91990883195809,6.064650950201772,18.83646112488648,15.1596,23.733999999999998,27.8034
2nd to Broad,direction-1,9,14885,11th St,2021-01-01T17:50:00Z,19,38.83852631578947,20.103578947368423,58.94210526315789,25.44125344433158,5.466442569754213,26.024629321503067,17.2522,22.139599999999998,26.13239999999997
2nd to Broad,direction-1,10,14886,12th St,2021-01-01T15:00:00Z,16,44.6084375,8.4020625,53.0105,25.119710558228306,1.811421779293823,25.24418409323885,6.992,9.77,10.54875
